"postcode sector","All categories: Passports held","Europe: Total","Europe: United Kingdom","Europe: Ireland","Europe: Other Europe: Total","Europe: Other Europe: EU countries: Total","Europe: Other Europe: EU countries: Member countries in March 2001: Total","Europe: Other Europe: EU countries: Member countries in March 2001: France","Europe: Other Europe: EU countries: Member countries in March 2001: Germany","Europe: Other Europe: EU countries: Member countries in March 2001: Italy","Europe: Other Europe: EU countries: Member countries in March 2001: Portugal","Europe: Other Europe: EU countries: Member countries in March 2001: Spain","Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Total","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Lithuania","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Romania","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries","Europe: Other Europe: Rest of Europe: Total","Europe: Other Europe: Rest of Europe: Turkey","Europe: Other Europe: Rest of Europe: Other Europe","Africa: Total","Africa: North Africa","Africa: Central and Western Africa: Total","Africa: Central and Western Africa: Ghana","Africa: Central and Western Africa: Nigeria","Africa: Central and Western Africa: Other Central and Western Africa","Africa: South and Eastern Africa: Total","Africa: South and Eastern Africa: Kenya","Africa: South and Eastern Africa: Somalia","Africa: South and Eastern Africa: South Africa","Africa: South and Eastern Africa: Zimbabwe","Africa: South and Eastern Africa: Other South and Eastern Africa","Middle East and Asia: Total","Middle East and Asia: Middle East: Total","Middle East and Asia: Middle East: Iran","Middle East and Asia: Middle East: Iraq","Middle East and Asia: Middle East: Other Middle East","Middle East and Asia: Eastern Asia: Total","Middle East and Asia: Eastern Asia: China","Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China)","Middle East and Asia: Eastern Asia: Japan","Middle East and Asia: Eastern Asia: Other Eastern Asia","Middle East and Asia: Southern Asia: Total","Middle East and Asia: Southern Asia: Afghanistan","Middle East and Asia: Southern Asia: Bangladesh","Middle East and Asia: Southern Asia: India","Middle East and Asia: Southern Asia: Pakistan","Middle East and Asia: Southern Asia: Sri Lanka","Middle East and Asia: Southern Asia: Other Southern Asia","Middle East and Asia: South-East Asia: Total","Middle East and Asia: South-East Asia: Malaysia","Middle East and Asia: South-East Asia: Philippines","Middle East and Asia: South-East Asia: Singapore","Middle East and Asia: South-East Asia: Other South-East Asia","Middle East and Asia: Central Asia","The Americas and the Caribbean: Total","The Americas and the Caribbean: North America: Total","The Americas and the Caribbean: North America: Canada","The Americas and the Caribbean: North America: United States","The Americas and the Caribbean: Central America","The Americas and the Caribbean: South America","The Americas and the Caribbean: The Caribbean: Total","The Americas and the Caribbean: The Caribbean: Jamaica","The Americas and the Caribbean: The Caribbean: Other Caribbean","Antarctica and Oceania: Total","Antarctica and Oceania: Australasia: Total","Antarctica and Oceania: Australasia: Australia","Antarctica and Oceania: Australasia: New Zealand","Antarctica and Oceania: Other Oceania","British Overseas Territories","No passport held"

"M29  8",7460,5756,5673,29,54,53,16,6,2,4,2,1,1,37,12,14,3,8,1,0,1,12,0,4,0,1,3,8,0,0,3,5,0,31,4,2,2,0,10,7,2,1,0,15,1,3,5,5,1,0,2,0,0,0,2,0,7,5,1,4,2,0,0,0,0,1,1,1,0,0,0,1653
"M3   1",25361,23568,22214,255,1099,1039,512,72,54,113,60,88,125,527,28,299,16,184,60,17,43,231,19,142,18,97,27,70,8,0,19,16,27,419,34,15,1,18,105,78,6,12,9,196,3,6,85,93,7,2,83,30,5,8,40,1,118,63,24,39,5,31,19,14,5,51,51,35,16,0,2,972
"M3   2",1445,1339,1257,14,68,67,14,3,2,1,0,3,5,53,5,28,2,18,1,0,1,6,0,5,2,1,2,1,0,0,0,1,0,16,5,0,0,5,4,3,0,1,0,6,0,1,1,0,1,3,1,1,0,0,0,0,6,3,0,3,1,0,2,2,0,5,5,4,1,0,0,73
"M3   3",5268,4812,4584,38,190,184,68,14,2,18,3,17,14,116,5,83,3,25,6,3,3,98,2,84,12,64,8,12,2,0,2,4,4,138,49,3,1,45,19,12,0,4,3,51,2,6,23,19,1,0,19,12,1,4,2,0,17,9,4,5,2,5,1,1,0,9,9,6,3,0,0,194
"M3   4",8553,7819,7321,85,413,388,169,16,11,32,20,41,49,219,12,94,7,106,25,7,18,81,10,46,8,29,9,25,4,0,7,1,13,319,72,6,0,66,118,91,4,8,15,85,2,3,30,44,4,2,41,17,2,2,20,3,64,40,21,19,6,10,8,6,2,18,18,13,5,0,3,249
"M3   5",2008,1647,1496,21,130,124,54,3,4,8,20,4,15,70,4,47,1,18,6,5,1,34,2,29,4,19,6,3,0,0,0,1,2,125,46,2,1,43,38,25,0,13,0,24,2,1,12,8,1,0,17,10,2,0,5,0,13,9,4,5,0,1,3,3,0,2,2,1,1,0,0,187
"M3   6",5800,4850,4551,58,241,224,114,11,8,24,14,19,38,110,1,40,15,54,17,10,7,111,9,90,3,84,3,12,2,0,3,3,4,329,72,4,4,64,108,80,4,4,20,94,0,1,64,14,15,0,55,34,2,0,19,0,29,13,2,11,2,12,2,1,1,4,4,2,2,0,0,477
"M3   7",2189,1709,1503,23,183,178,74,9,7,12,14,7,25,104,4,43,7,50,5,3,2,49,5,36,10,22,4,8,1,0,0,1,6,115,23,3,0,20,42,23,3,5,11,30,4,0,14,10,1,1,20,10,1,0,9,0,14,5,5,0,1,6,2,1,1,2,2,2,0,0,0,300
"M30  0",11993,9221,8774,104,343,329,90,14,19,9,13,8,27,239,8,141,7,83,14,4,10,85,9,31,3,20,8,45,2,0,8,22,13,217,52,2,6,44,19,13,1,1,4,111,1,20,41,48,1,0,34,3,19,0,12,1,13,7,1,6,0,5,1,1,0,11,11,8,3,0,0,2446
"M30  7",7394,5504,5243,54,207,196,58,4,8,10,11,10,15,138,0,106,0,32,11,1,10,37,1,16,0,11,5,20,1,0,1,16,2,46,2,1,0,1,9,9,0,0,0,24,0,4,10,10,0,0,11,3,5,0,3,0,8,5,1,4,0,3,0,0,0,1,1,1,0,0,0,1798
"M30  8",6282,4333,4126,55,152,150,32,10,3,4,7,2,6,118,12,75,3,28,2,2,0,32,1,20,0,14,6,11,0,0,3,7,1,53,3,2,0,1,4,3,0,1,0,34,6,1,5,16,6,0,12,0,10,0,2,0,11,6,4,2,1,3,1,1,0,0,0,0,0,0,0,1853
"M30  9",5972,4881,4724,62,95,89,48,3,14,10,8,0,13,41,1,27,0,13,6,1,5,18,1,11,1,9,1,6,0,0,1,2,3,42,2,1,0,1,5,3,0,0,2,28,0,2,16,8,2,0,7,0,4,0,3,0,9,7,1,6,0,1,1,1,0,4,4,3,1,0,0,1018
"M31  4",7945,5714,5492,73,149,145,77,18,8,4,9,10,28,68,10,51,1,6,4,0,4,44,2,19,0,9,10,23,2,0,8,8,5,36,3,2,0,1,5,5,0,0,0,22,1,0,14,6,0,1,6,1,1,0,4,0,13,3,2,1,1,6,3,3,0,7,6,2,4,1,0,2131
"M32  0",26654,23109,21886,347,876,849,249,36,26,29,26,38,94,600,25,424,13,138,27,9,18,245,15,156,12,120,24,74,4,1,15,21,33,381,26,9,6,11,53,34,0,17,2,284,7,15,131,125,2,4,18,5,8,1,4,0,80,38,11,27,5,16,21,20,1,20,20,14,6,0,0,2819
"M32  8",5017,4009,3808,107,94,94,42,5,14,2,4,6,11,52,5,43,0,4,0,0,0,22,3,7,1,4,2,12,3,0,1,5,3,84,6,0,0,6,9,4,0,1,4,63,0,0,33,30,0,0,6,4,0,0,2,0,18,5,2,3,0,3,10,10,0,2,2,2,0,0,2,880
"M32  9",9079,7368,6947,150,271,260,96,17,14,6,6,9,44,164,0,137,0,27,11,4,7,36,9,16,2,10,4,11,2,0,1,3,5,128,14,7,2,5,22,15,1,3,3,80,0,2,25,52,1,0,12,1,3,2,6,0,18,3,0,3,3,1,11,9,2,9,9,7,2,0,0,1520
"M33  2",10234,8401,8083,130,188,179,116,17,20,15,14,9,41,63,3,37,7,16,9,1,8,28,1,12,4,7,1,15,0,0,5,5,5,145,22,7,4,11,24,13,2,5,4,83,0,4,66,12,1,0,16,6,1,1,8,0,26,18,8,10,1,1,6,3,3,6,6,2,4,0,0,1628
"M33  3",8817,7631,7375,107,149,133,79,25,4,10,2,16,22,54,4,35,2,13,16,2,14,24,3,10,0,8,2,11,0,0,5,2,4,139,11,6,2,3,27,18,1,5,3,81,0,3,66,11,1,0,20,3,2,1,14,0,39,27,7,20,3,6,3,1,2,17,11,10,1,6,1,966
"M33  4",9478,7733,7495,104,134,118,65,4,14,11,4,5,27,53,0,38,5,10,16,2,14,47,15,17,3,11,3,15,0,0,2,4,9,122,21,8,5,8,27,20,4,1,2,58,0,1,37,16,3,1,16,9,7,0,0,0,18,12,4,8,0,2,4,4,0,7,7,5,2,0,0,1551
"M33  5",7234,6059,5926,74,59,55,27,6,2,2,3,5,9,28,3,15,1,9,4,0,4,7,0,4,0,4,0,3,0,0,1,0,2,54,7,3,0,4,8,6,0,0,2,29,0,1,21,7,0,0,10,0,4,1,5,0,11,7,2,5,0,2,2,2,0,7,7,6,1,0,0,1096
"M33  6",6848,5995,5813,83,99,95,45,10,5,12,2,3,13,50,2,30,5,13,4,2,2,26,6,13,2,8,3,7,0,1,1,2,3,67,9,6,1,2,18,10,3,1,4,33,0,2,17,12,0,2,7,2,2,1,2,0,23,11,2,9,3,3,6,3,3,6,5,3,2,1,0,731
"M33  7",7257,6343,6021,85,237,222,106,17,28,7,5,19,30,116,5,65,5,41,15,4,11,38,0,26,4,19,3,12,0,0,1,4,7,125,7,5,0,2,29,16,0,2,11,75,0,2,61,11,1,0,14,1,3,0,10,0,28,14,1,13,1,5,8,7,1,3,2,2,0,1,0,720
"M34  2",8524,7113,6969,72,72,70,35,2,4,11,6,4,8,35,1,27,4,3,2,0,2,21,0,17,1,11,5,4,0,0,0,3,1,24,1,1,0,0,6,4,1,0,1,11,0,2,4,5,0,0,6,0,0,0,6,0,6,5,0,5,0,0,1,1,0,3,3,2,1,0,0,1357
"M34  3",9394,7564,7416,33,115,111,62,4,5,33,4,7,9,49,2,35,4,8,4,0,4,33,8,17,2,11,4,8,1,0,2,2,3,50,1,1,0,0,14,12,0,2,0,27,1,2,7,17,0,0,7,0,3,0,4,1,14,7,2,5,1,3,3,3,0,0,0,0,0,0,0,1733
"M34  5",9806,7921,7753,51,117,113,58,8,6,17,5,5,17,55,1,44,1,9,4,1,3,30,1,16,4,10,2,13,0,0,7,3,3,58,1,0,0,1,18,3,1,14,0,32,1,6,3,19,1,2,7,0,1,0,6,0,9,7,1,6,0,1,1,0,1,3,3,0,3,0,0,1785
"M34  6",4782,3603,3547,19,37,37,11,1,0,4,0,0,6,26,0,23,0,3,0,0,0,7,0,7,1,4,2,0,0,0,0,0,0,20,4,4,0,0,2,1,0,0,1,9,0,2,1,4,0,2,5,0,0,0,5,0,1,0,0,0,0,0,1,1,0,2,2,0,2,0,0,1149
"M34  7",5860,4185,4107,29,49,48,20,2,0,6,2,1,9,28,0,22,1,5,1,0,1,17,0,12,0,11,1,5,0,0,0,4,1,14,1,0,1,0,3,2,0,0,1,4,0,0,4,0,0,0,6,1,3,0,2,0,9,5,1,4,0,0,4,0,4,2,2,1,1,0,0,1633
"M35  0",9267,7325,7144,64,117,112,57,5,9,15,6,2,20,55,0,36,0,19,5,2,3,26,1,17,3,8,6,8,1,0,0,4,3,54,5,0,4,1,7,7,0,0,0,31,0,3,4,23,1,0,11,1,4,1,5,0,14,4,0,4,1,1,8,4,4,2,2,2,0,0,0,1846
"M35  9",7832,6526,6422,44,60,56,27,2,1,8,4,6,6,29,1,19,0,9,4,2,2,12,0,6,1,4,1,6,1,0,1,3,1,41,5,1,1,3,2,2,0,0,0,33,1,4,6,17,5,0,1,1,0,0,0,0,6,3,2,1,0,0,3,0,3,3,3,2,1,0,0,1244
"M38  0",3102,2236,2132,15,89,87,21,2,6,2,7,0,4,66,5,53,0,8,2,0,2,39,0,26,3,17,6,13,0,0,3,9,1,12,2,0,0,2,1,1,0,0,0,8,0,0,3,5,0,0,1,1,0,0,0,0,4,3,1,2,0,0,1,1,0,2,2,2,0,0,0,809
"M38  9",8249,5426,5283,29,114,113,46,4,8,2,17,1,14,67,9,47,0,11,1,0,1,50,0,40,7,27,6,10,1,0,0,6,3,46,1,0,0,1,13,9,0,0,4,22,0,5,11,6,0,0,10,0,9,0,1,0,8,5,1,4,0,0,3,3,0,0,0,0,0,0,0,2719
"M4   1",20469,18500,17479,203,818,788,321,34,32,56,44,53,102,467,28,269,7,163,30,14,16,242,18,151,19,94,38,73,9,0,18,27,19,565,75,28,5,42,110,95,4,4,7,304,4,14,130,152,2,2,71,35,6,2,28,5,90,37,12,25,6,30,17,12,5,27,26,23,3,1,0,1045
"M4   4",3926,3251,2915,40,296,284,127,24,20,18,13,19,33,157,7,74,6,70,12,5,7,31,1,16,1,12,3,14,1,0,3,6,4,402,65,11,2,52,123,83,3,6,31,179,1,1,105,71,1,0,27,14,3,1,9,8,21,13,5,8,2,6,0,0,0,4,4,3,1,0,0,217
"M4   5",5194,4453,4173,63,217,209,84,8,18,13,8,6,31,125,6,82,6,31,8,0,8,50,3,32,8,20,4,15,0,0,3,5,7,201,50,12,0,38,69,62,3,0,4,64,0,1,22,40,0,1,15,11,1,0,3,3,23,7,2,5,9,4,3,2,1,1,1,1,0,0,1,465
"M4   6",878,696,651,12,33,31,18,1,3,5,0,1,8,13,2,5,0,6,2,0,2,12,2,7,2,5,0,3,0,0,1,1,1,45,13,3,0,10,27,26,0,0,1,5,0,1,2,2,0,0,0,0,0,0,0,0,9,3,0,3,2,3,1,0,1,1,1,1,0,0,0,115
"M4   7",1714,1264,1163,21,80,76,32,6,5,4,6,2,9,44,2,19,1,22,4,1,3,33,3,23,0,16,7,7,1,1,0,3,2,96,30,6,0,24,34,25,1,0,8,21,3,1,7,6,0,4,11,2,3,2,4,0,11,3,1,2,4,2,2,2,0,4,4,4,0,0,1,305
"M40  0",3371,2335,2223,37,75,74,41,5,5,1,0,3,27,33,9,12,0,12,1,0,1,84,1,64,3,52,9,19,1,0,1,6,11,21,2,1,0,1,4,4,0,0,0,8,0,2,0,6,0,0,7,1,6,0,0,0,10,3,0,3,0,0,7,6,1,0,0,0,0,0,0,921
"M40  1",4286,2983,2842,41,100,94,46,5,8,12,5,3,13,48,2,33,2,11,6,1,5,61,5,47,5,35,7,9,0,0,5,4,0,62,1,1,0,0,4,4,0,0,0,46,2,0,10,27,7,0,11,2,6,1,2,0,10,3,1,2,0,3,4,4,0,1,1,1,0,0,0,1169
"M40  2",7343,5273,4986,69,218,202,101,2,23,7,17,11,41,101,13,64,4,20,16,7,9,111,7,77,14,47,16,27,1,0,9,15,2,134,7,6,0,1,25,25,0,0,0,74,4,24,13,29,2,2,28,10,3,0,15,0,14,2,0,2,0,4,8,8,0,1,1,1,0,0,0,1810
"M40  3",5971,4705,4568,38,99,95,46,1,6,5,16,5,13,49,3,40,3,3,4,1,3,64,2,46,5,41,0,16,1,0,3,10,2,43,6,4,0,2,13,10,1,0,2,20,2,4,6,7,1,0,4,2,0,0,2,0,11,6,1,5,0,1,4,3,1,0,0,0,0,0,0,1148
"M40  5",3142,2182,2089,42,51,49,26,4,2,0,3,2,15,23,1,12,0,10,2,1,1,75,3,56,13,36,7,16,3,0,0,9,4,22,4,2,2,0,6,6,0,0,0,11,4,0,0,7,0,0,1,1,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,857
"M40  7",4662,3279,3097,46,136,128,69,14,10,7,8,6,24,59,5,25,7,22,8,0,8,89,3,70,8,37,25,16,1,0,2,5,8,94,11,8,0,3,52,52,0,0,0,27,2,2,6,17,0,0,4,4,0,0,0,0,24,11,1,10,2,8,3,3,0,0,0,0,0,0,0,1176
"M40  8",3618,2327,2139,34,154,152,60,5,1,2,13,2,37,92,29,35,1,27,2,2,0,131,5,85,12,59,14,41,0,0,4,18,19,68,5,1,0,4,21,21,0,0,0,35,5,0,1,29,0,0,7,3,2,0,2,0,8,0,0,0,2,1,5,4,1,0,0,0,0,0,0,1084
"M40  9",3695,2510,2312,50,148,144,89,10,8,8,9,11,43,55,12,17,2,24,4,1,3,161,5,129,2,111,16,27,6,0,1,14,6,55,2,0,2,0,22,21,0,1,0,23,1,2,8,8,0,4,8,5,0,0,3,0,13,2,1,1,1,7,3,3,0,1,1,1,0,0,0,955
"M41  0",4051,3298,3183,61,54,54,24,7,2,3,0,5,7,30,2,18,0,10,0,0,0,7,1,3,1,0,2,3,0,0,0,1,2,36,1,1,0,0,3,2,1,0,0,25,0,0,19,4,2,0,7,0,4,0,3,0,9,3,1,2,0,4,2,2,0,1,1,1,0,0,0,700
"M41  5",7874,6747,6544,90,113,110,51,6,5,7,2,5,26,59,0,31,1,27,3,2,1,40,5,18,1,17,0,17,2,0,3,4,8,114,6,2,3,1,19,12,1,3,3,72,0,4,37,30,1,0,17,7,5,0,5,0,15,11,4,7,0,2,2,0,2,9,9,5,4,0,0,949
"M41  6",5605,4582,4339,64,179,177,22,2,5,0,4,4,7,155,6,129,1,19,2,2,0,16,5,4,0,2,2,7,1,0,3,2,1,19,0,0,0,0,0,0,0,0,0,9,0,0,7,2,0,0,10,1,1,0,8,0,10,7,2,5,0,0,3,3,0,0,0,0,0,0,0,978
"M41  7",27190,24401,23079,225,1097,1074,314,49,32,46,50,36,101,760,40,535,14,171,23,6,17,144,8,86,15,49,22,50,4,0,18,16,12,334,23,16,0,7,58,47,1,7,3,196,6,15,67,97,9,2,56,14,24,0,18,1,75,33,8,25,2,23,17,13,4,15,15,9,6,0,2,2219
"M41  8",4226,3460,3391,45,24,23,6,0,2,0,1,0,3,17,0,9,0,8,1,1,0,20,0,10,0,10,0,10,0,0,3,1,6,21,0,0,0,0,0,0,0,0,0,18,0,1,9,8,0,0,3,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,724
"M41  9",6817,5670,5476,94,100,98,38,6,7,6,1,6,12,60,1,41,2,16,2,1,1,20,2,9,2,5,2,9,0,0,3,1,5,32,2,2,0,0,10,4,0,1,5,19,0,2,11,5,1,0,1,0,1,0,0,0,8,7,1,6,0,0,1,1,0,4,4,4,0,0,0,1083
"M43  6",7758,5990,5877,49,64,60,19,3,0,6,2,0,8,41,2,25,4,10,4,1,3,55,7,36,8,13,15,12,1,0,2,5,4,85,1,0,0,1,15,14,0,1,0,48,0,8,9,31,0,0,21,7,5,1,8,0,11,1,0,1,3,5,2,0,2,0,0,0,0,0,0,1617
"M43  7",9039,7178,7049,69,60,56,24,1,4,11,2,3,3,32,2,20,1,9,4,2,2,25,2,16,4,7,5,7,1,0,0,3,3,28,3,1,0,2,6,6,0,0,0,11,1,0,4,6,0,0,8,3,0,0,5,0,5,1,0,1,0,2,2,1,1,1,1,1,0,0,0,1802
"M44  5",8951,7086,6858,90,138,134,43,9,11,1,8,3,11,91,4,58,0,29,4,2,2,16,2,12,0,12,0,2,1,0,0,1,0,69,1,1,0,0,8,8,0,0,0,46,0,2,32,12,0,0,14,4,4,4,2,0,6,4,1,3,0,1,1,1,0,2,2,2,0,0,0,1772
"M44  6",9491,7363,7115,81,167,162,39,4,10,6,12,0,7,123,1,101,1,20,5,2,3,20,2,4,0,3,1,14,1,0,4,6,3,54,11,1,0,10,1,0,1,0,0,37,0,2,19,14,2,0,5,2,3,0,0,0,14,10,4,6,0,3,1,1,0,5,5,4,1,0,0,2035
"M45  6",4022,3188,3023,41,124,122,34,1,1,14,2,4,12,88,9,58,0,21,2,1,1,23,1,12,1,7,4,10,1,0,5,3,1,50,7,2,4,1,14,11,0,3,0,26,0,3,3,20,0,0,3,3,0,0,0,0,4,4,0,4,0,0,0,0,0,1,1,1,0,0,0,756
"M45  7",7934,6857,6640,72,145,133,69,3,10,28,4,10,14,64,4,40,3,17,12,1,11,15,2,4,0,2,2,9,0,0,4,3,2,109,36,10,7,19,3,2,0,1,0,46,0,5,17,22,1,1,24,5,13,0,6,0,17,12,3,9,1,4,0,0,0,7,6,4,2,1,0,929
"M45  8",5946,4565,4388,73,104,103,29,3,3,12,2,2,7,74,13,38,0,23,1,1,0,21,0,4,0,3,1,17,0,0,1,11,5,20,2,0,1,1,1,0,0,1,0,14,0,2,3,9,0,0,3,0,2,0,1,0,8,4,1,3,2,0,2,2,0,3,3,2,1,0,0,1329
"M46  0",8641,6656,6587,19,50,49,22,4,3,3,6,1,5,27,2,19,0,6,1,0,1,21,1,4,1,3,0,16,1,0,2,13,0,43,7,4,3,0,5,5,0,0,0,19,0,3,10,5,1,0,12,0,1,0,11,0,7,3,1,2,0,0,4,3,1,3,3,2,1,0,0,1911
"M46  9",9881,7246,7130,30,86,81,24,2,3,2,2,4,11,57,6,41,0,10,5,4,1,43,1,19,4,8,7,23,0,0,3,19,1,17,1,1,0,0,1,1,0,0,0,7,0,1,4,2,0,0,8,1,1,0,6,0,13,4,2,2,0,0,9,1,8,1,1,0,1,0,0,2561
"M5   3",7769,6292,5898,73,321,308,133,12,22,15,41,15,28,175,4,117,8,46,13,3,10,104,5,60,6,38,16,39,10,0,7,12,10,190,35,11,3,21,46,35,0,2,9,93,1,2,65,23,2,0,16,5,6,2,3,0,26,11,5,6,0,8,7,6,1,3,3,1,2,0,0,1154
"M5   4",9804,8086,7536,102,448,420,180,32,21,21,39,18,49,240,5,128,23,84,28,8,20,125,13,81,14,56,11,31,3,0,7,11,10,258,39,11,5,23,97,88,1,5,3,95,7,1,54,18,15,0,25,11,3,0,11,2,34,18,6,12,1,9,6,2,4,19,19,14,5,0,0,1282
"M5   5",14887,12725,12094,144,487,474,157,23,18,26,38,12,40,317,13,207,8,89,13,4,9,151,12,76,11,49,16,63,6,0,13,25,19,321,20,8,4,8,16,11,0,2,3,200,0,5,102,27,6,60,85,25,39,3,18,0,36,16,4,12,0,6,14,13,1,23,23,17,6,0,2,1629
"M50  1",1361,1164,1035,11,118,113,23,4,2,5,5,2,5,90,8,49,7,26,5,0,5,36,2,23,1,19,3,11,5,0,3,2,1,38,5,0,0,5,7,5,0,0,2,19,0,0,6,8,5,0,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,122
"M50  2",3424,2969,2770,29,170,165,43,3,3,4,11,6,16,122,8,95,2,17,5,0,5,40,0,27,9,9,9,13,1,0,3,6,3,40,5,0,1,4,10,10,0,0,0,15,0,0,8,5,0,2,10,0,7,1,2,0,35,9,0,9,0,6,20,19,1,8,8,2,6,0,0,332
"M50  3",9754,8892,8472,90,330,309,134,28,22,17,14,13,40,175,9,107,6,53,21,4,17,88,6,56,4,43,9,26,2,0,10,5,9,236,57,12,0,45,60,50,1,2,7,101,2,1,61,34,3,0,17,10,1,2,4,1,38,16,3,13,4,10,8,6,2,19,19,15,4,0,0,481
"M6   5",7460,5334,4964,72,298,283,128,13,18,12,34,8,43,155,9,68,17,61,15,6,9,160,18,105,6,67,32,37,2,0,5,12,18,258,50,22,3,25,117,114,2,1,0,65,0,5,31,18,11,0,26,12,2,2,10,0,11,9,2,7,0,1,1,0,1,5,5,2,3,0,0,1692
"M6   6",5845,4266,3848,86,332,323,106,9,15,11,29,5,37,217,8,111,19,79,9,2,7,153,20,92,2,75,15,41,6,0,3,17,15,205,50,5,11,34,50,47,1,2,0,66,13,1,27,15,9,1,38,25,5,2,6,1,19,13,4,9,1,2,3,1,2,1,1,1,0,0,0,1201
"M6   7",8309,6616,6341,73,202,199,65,6,10,12,15,8,14,134,5,97,2,30,3,0,3,76,3,49,5,39,5,24,1,0,4,11,8,99,17,0,4,13,8,8,0,0,0,61,2,3,20,26,8,2,13,4,1,5,3,0,11,8,3,5,0,3,0,0,0,1,1,1,0,0,0,1506
"M6   8",6762,5200,5004,68,128,125,48,10,6,8,7,3,14,77,1,45,1,30,3,0,3,58,4,30,1,27,2,24,5,0,2,11,6,89,12,5,0,7,6,3,0,0,3,45,0,0,31,10,4,0,26,7,15,1,3,0,6,3,1,2,0,2,1,0,1,2,2,2,0,0,0,1407
"M60  7",407,281,241,1,39,36,15,2,2,3,0,2,6,21,0,0,14,7,3,0,3,8,3,3,0,3,0,2,1,0,0,0,1,102,8,4,0,4,55,47,1,5,2,8,0,0,4,4,0,0,28,16,0,9,3,3,9,4,4,0,4,1,0,0,0,0,0,0,0,0,0,7
"M60  9",1547,1169,1110,14,45,44,14,0,3,3,3,0,5,30,1,20,5,4,1,0,1,10,1,8,3,4,1,1,0,0,1,0,0,36,4,4,0,0,2,2,0,0,0,30,1,2,10,17,0,0,0,0,0,0,0,0,5,4,1,3,0,0,1,1,0,0,0,0,0,0,0,327
"M7   1",3226,2183,2037,40,106,96,35,3,0,7,17,2,6,61,3,46,1,11,10,0,10,86,7,74,8,62,4,5,0,0,1,3,1,116,20,10,6,4,31,25,2,4,0,60,0,1,31,24,4,0,5,1,1,0,3,0,13,5,3,2,0,5,3,3,0,2,2,1,1,0,0,826
"M7   2",4708,3145,2706,43,396,375,139,25,19,15,15,14,51,236,9,175,6,46,21,1,20,115,1,85,2,56,27,29,2,1,5,10,11,188,55,12,6,37,9,7,1,1,0,96,8,1,42,29,13,3,28,6,19,0,3,0,34,24,8,16,0,10,0,0,0,3,3,3,0,0,0,1223
"M7   3",3733,2751,2539,40,172,167,58,5,7,11,8,7,20,109,8,78,2,21,5,2,3,53,2,31,5,19,7,20,1,0,3,9,7,69,17,11,2,4,9,9,0,0,0,34,1,4,2,14,13,0,8,0,7,0,1,1,13,6,1,5,0,7,0,0,0,3,3,3,0,0,0,844
"M7   4",12513,9792,8470,129,1193,1013,529,165,36,27,26,37,238,484,26,335,14,109,180,1,179,212,30,114,6,87,21,68,9,6,10,29,14,269,121,10,12,99,18,15,0,3,0,110,11,0,35,60,4,0,20,4,12,0,4,0,149,134,17,117,0,9,6,5,1,9,9,7,2,0,1,2081
"M8   0",9530,6911,6326,68,517,483,312,37,39,43,8,25,160,171,4,109,8,50,34,6,28,327,162,105,5,75,25,60,14,3,3,20,20,1141,39,13,7,19,28,25,2,0,1,890,58,4,156,664,8,0,183,135,2,0,46,1,25,7,2,5,3,8,7,6,1,2,2,2,0,0,0,1124
"M8   4",5935,4683,4294,85,304,288,120,31,14,12,18,7,38,168,8,123,2,35,16,0,16,73,15,39,3,27,9,19,1,0,3,13,2,234,32,10,4,18,4,3,0,0,1,164,6,2,26,129,1,0,34,11,21,0,2,0,13,4,0,4,0,1,8,6,2,2,2,2,0,0,0,930
"M8   5",9932,7977,7377,151,449,420,207,21,30,18,9,12,117,213,12,135,16,50,29,3,26,230,94,81,5,60,16,55,5,0,19,24,7,581,62,9,38,15,22,19,1,1,1,400,19,1,91,286,3,0,97,60,19,1,17,0,39,19,4,15,2,2,16,11,5,3,3,3,0,0,0,1102
"M8   8",6864,5514,4972,64,478,459,190,23,25,22,27,12,81,269,36,142,2,89,19,3,16,192,63,89,4,74,11,40,3,1,7,20,9,475,32,13,10,9,86,80,3,0,3,319,15,10,73,217,4,0,37,19,1,1,16,1,19,9,2,7,0,4,6,5,1,1,1,0,1,0,0,663
"M8   9",3533,2714,2526,35,153,148,116,22,11,18,1,9,55,32,2,15,0,15,5,1,4,89,45,31,5,23,3,13,4,0,1,6,2,321,11,2,5,4,7,7,0,0,0,278,25,0,22,229,2,0,25,16,2,0,7,0,18,5,1,4,1,7,5,5,0,2,2,0,2,0,0,389
"M9   0",3997,2998,2889,42,67,66,27,7,1,5,2,0,12,39,9,26,0,4,1,0,1,23,0,19,0,19,0,4,0,0,0,4,0,24,1,0,0,1,9,7,0,0,2,12,0,1,1,10,0,0,2,2,0,0,0,0,10,2,2,0,0,1,7,3,4,0,0,0,0,0,0,942
